happy,year,age,sex,marital,degree,finrela,health,wtssall
pretty happy,1986,26,male,married,high school,average,NA,1.0072
pretty happy,1986,40,male,married,bachelor,above average,NA,1.0072
pretty happy,1986,33,female,married,high school,below average,NA,1.0072
pretty happy,1986,38,male,married,high school,average,NA,1.0072
very happy,1986,78,female,married,lt high school,average,NA,1.0072
not too happy,1986,20,female,never married,high school,above average,NA,1.5108
pretty happy,1986,53,male,married,high school,average,NA,1.0072
very happy,1986,74,female,widowed,lt high school,average,NA,0.5036
pretty happy,1986,32,female,married,high school,above average,NA,1.0072
not too happy,1986,63,female,married,high school,above average,NA,1.0072
pretty happy,1986,65,male,married,high school,above average,NA,1.0072
very happy,1986,44,female,married,high school,average,NA,1.0072
not too happy,1986,43,female,married,high school,average,NA,1.0072
pretty happy,1986,39,female,divorced,lt high school,average,NA,2.0144
pretty happy,1986,49,female,married,high school,average,NA,1.0072
pretty happy,1986,65,female,widowed,high school,above average,NA,0.5036
very happy,1986,41,female,married,high school,average,NA,2.0144
very happy,1986,70,female,married,lt high school,average,NA,1.0072
very happy,1986,70,female,married,lt high school,below average,NA,1.0072
not too happy,1986,77,male,married,lt high school,below average,NA,1.0072
very happy,1986,79,female,married,high school,average,NA,1.0072
not too happy,1986,44,female,married,lt high school,below average,NA,1.0072
pretty happy,1986,59,female,married,lt high school,average,NA,1.0072
very happy,1986,74,female,widowed,lt high school,below average,NA,0.5036
pretty happy,1986,53,male,married,high school,average,NA,1.0072
pretty happy,1986,74,female,widowed,lt high school,average,NA,0.5036
pretty happy,1986,19,female,separated,lt high school,far below average,NA,1.0072
very happy,1986,27,male,divorced,high school,below average,NA,0.5036
very happy,1986,31,female,married,junior college,average,NA,1.0072
not too happy,1986,27,male,married,lt high school,far below average,NA,1.0072
pretty happy,1986,27,female,married,junior college,above average,NA,1.0072
pretty happy,1986,26,male,married,lt high school,average,NA,1.0072
pretty happy,1986,23,female,married,high school,average,NA,1.0072
pretty happy,1986,27,female,separated,lt high school,below average,NA,0.5036
pretty happy,1986,53,male,separated,high school,average,NA,0.5036
pretty happy,1986,30,male,married,high school,average,NA,1.0072
very happy,1986,49,female,married,high school,average,NA,1.0072
very happy,1986,51,male,married,high school,average,NA,1.5108
pretty happy,1986,52,female,married,high school,average,NA,1.0072
pretty happy,1986,26,male,married,junior college,below average,NA,1.0072
pretty happy,1986,32,female,never married,high school,below average,NA,0.5036
pretty happy,1986,28,female,married,lt high school,below average,NA,1.0072
very happy,1986,62,female,married,high school,below average,NA,1.0072
pretty happy,1986,53,male,married,high school,average,NA,1.5108
NA,1986,69,female,married,high school,average,NA,1.0072
pretty happy,1986,66,female,married,high school,far above average,NA,0.5036
pretty happy,1986,48,female,married,high school,average,NA,1.0072
pretty happy,1986,82,male,widowed,lt high school,average,NA,0.5036
pretty happy,1986,24,female,married,high school,below average,NA,1.0072
not too happy,1986,34,male,married,high school,below average,NA,1.0072
pretty happy,1986,35,female,married,high school,above average,NA,1.0072
very happy,1986,21,male,never married,high school,average,NA,1.5108
pretty happy,1986,55,male,married,high school,average,NA,1.5108
not too happy,1986,61,male,married,lt high school,below average,NA,1.0072
not too happy,1986,55,female,widowed,lt high school,below average,NA,0.5036
pretty happy,1986,47,female,divorced,junior college,below average,NA,1.0072
pretty happy,1986,89,female,never married,high school,average,NA,0.5036
not too happy,1986,26,male,never married,bachelor,below average,NA,0.5036
very happy,1986,41,female,divorced,high school,below average,NA,1.0072
pretty happy,1986,41,male,divorced,graduate,average,NA,0.5036
pretty happy,1986,42,female,married,high school,below average,NA,1.0072
very happy,1986,68,male,married,high school,average,NA,1.0072
pretty happy,1986,46,male,married,graduate,below average,NA,1.0072
very happy,1986,38,male,married,bachelor,below average,NA,1.0072
pretty happy,1986,46,female,married,high school,average,NA,1.0072
pretty happy,1986,43,female,married,high school,average,NA,1.0072
pretty happy,1986,31,male,never married,high school,average,NA,0.5036
pretty happy,1986,27,male,married,high school,average,NA,1.0072
pretty happy,1986,39,female,married,high school,average,NA,1.0072
pretty happy,1986,24,female,never married,high school,average,NA,1.0072
very happy,1986,23,male,never married,high school,far below average,NA,1.0072
very happy,1986,22,female,never married,high school,below average,NA,1.5108
not too happy,1986,44,female,separated,high school,below average,NA,0.5036
pretty happy,1986,69,female,widowed,lt high school,below average,NA,0.5036
very happy,1986,37,female,never married,high school,average,NA,0.5036
very happy,1986,66,female,married,high school,above average,NA,1.0072
pretty happy,1986,36,male,married,high school,average,NA,1.0072
pretty happy,1986,75,male,widowed,lt high school,above average,NA,0.5036
very happy,1986,39,female,married,bachelor,above average,NA,1.0072
not too happy,1986,45,male,divorced,high school,average,NA,0.5036
pretty happy,1986,39,female,married,high school,average,NA,1.0072
pretty happy,1986,67,male,married,lt high school,average,NA,1.0072
pretty happy,1986,24,female,married,high school,below average,NA,1.0072
pretty happy,1986,73,female,widowed,lt high school,average,NA,0.5036
very happy,1986,62,female,widowed,lt high school,average,NA,0.5036
pretty happy,1986,25,male,never married,high school,average,NA,0.5036
very happy,1986,52,female,widowed,high school,NA,NA,1.0072
very happy,1986,65,female,married,graduate,above average,NA,1.0072
pretty happy,1986,30,male,never married,high school,average,NA,0.5036
very happy,1986,24,female,never married,bachelor,average,NA,0.5036
pretty happy,1986,20,male,never married,high school,above average,NA,1.5108
pretty happy,1986,23,male,never married,high school,far below average,NA,1.0072
very happy,1986,24,male,never married,bachelor,above average,NA,1.0072
very happy,1986,21,female,never married,high school,far below average,NA,1.5108
very happy,1986,25,female,never married,bachelor,below average,NA,0.5036
pretty happy,1986,28,male,never married,junior college,average,NA,0.5036
pretty happy,1986,25,female,never married,bachelor,average,NA,0.5036
pretty happy,1986,29,female,divorced,bachelor,below average,NA,0.5036
not too happy,1986,47,male,separated,high school,below average,NA,0.5036
not too happy,1986,84,female,widowed,lt high school,average,NA,0.5036
pretty happy,1986,53,female,married,lt high school,average,NA,1.5108
pretty happy,1986,75,female,widowed,lt high school,below average,NA,0.5036
pretty happy,1986,45,male,divorced,lt high school,above average,NA,0.5036
pretty happy,1986,31,female,never married,bachelor,below average,NA,1.0072
very happy,1986,49,male,married,bachelor,above average,NA,1.0072
pretty happy,1986,29,male,never married,high school,average,NA,0.5036
very happy,1986,62,female,married,high school,average,NA,1.5108
pretty happy,1986,27,female,married,high school,above average,NA,1.0072
very happy,1986,62,female,married,high school,average,NA,1.0072
very happy,1986,38,female,married,graduate,above average,NA,1.0072
pretty happy,1986,60,male,married,graduate,average,NA,1.0072
pretty happy,1986,34,female,divorced,high school,average,NA,0.5036
not too happy,1986,64,female,widowed,lt high school,far below average,NA,0.5036
pretty happy,1986,51,male,married,lt high school,average,NA,1.5108
not too happy,1986,40,female,separated,lt high school,below average,NA,0.5036
pretty happy,1986,22,female,married,lt high school,average,NA,1.0072
pretty happy,1986,61,male,married,high school,above average,NA,1.5108
very happy,1986,65,male,married,high school,average,NA,1.0072
very happy,1986,44,male,married,high school,above average,NA,1.0072
very happy,1986,19,male,never married,high school,average,NA,1.0072
very happy,1986,43,male,married,high school,far below average,NA,1.5108
pretty happy,1986,69,female,married,high school,average,NA,1.0072
pretty happy,1986,41,female,never married,high school,above average,NA,1.5108
not too happy,1986,26,male,never married,lt high school,average,NA,2.518
not too happy,1986,25,male,never married,high school,average,NA,1.5108
pretty happy,1986,19,male,never married,lt high school,below average,NA,1.5108
very happy,1986,36,female,married,high school,average,NA,1.0072
pretty happy,1986,25,male,married,high school,average,NA,1.0072
pretty happy,1986,23,male,married,high school,average,NA,1.0072
very happy,1986,29,male,never married,high school,below average,NA,1.0072
pretty happy,1986,58,female,married,lt high school,average,NA,1.0072
pretty happy,1986,29,male,never married,high school,below average,NA,1.0072
pretty happy,1986,36,female,married,high school,average,NA,1.0072
pretty happy,1986,70,female,widowed,high school,above average,NA,0.5036
not too happy,1986,78,male,married,high school,above average,NA,1.0072
very happy,1986,41,female,married,high school,average,NA,1.0072
very happy,1986,39,female,married,high school,average,NA,1.0072
pretty happy,1986,40,male,divorced,high school,average,NA,1.0072
very happy,1986,20,female,married,high school,average,NA,1.5108
pretty happy,1986,31,female,married,graduate,above average,NA,1.0072
pretty happy,1986,76,male,widowed,lt high school,average,NA,0.5036
pretty happy,1986,36,male,never married,graduate,below average,NA,1.0072
pretty happy,1986,75,male,married,bachelor,below average,NA,1.0072
pretty happy,1986,44,male,married,graduate,above average,NA,1.0072
pretty happy,1986,38,male,married,high school,above average,NA,0.5036
pretty happy,1986,35,female,married,bachelor,average,NA,1.0072
very happy,1986,39,female,married,bachelor,average,NA,1.0072
very happy,1986,38,female,separated,graduate,above average,NA,0.5036
very happy,1986,22,male,never married,high school,above average,NA,1.5108
very happy,1986,46,female,married,graduate,above average,NA,1.5108
pretty happy,1986,36,male,married,high school,average,NA,1.5108
pretty happy,1986,20,male,never married,lt high school,average,NA,1.0072
very happy,1986,27,female,married,bachelor,average,NA,1.0072
pretty happy,1986,31,female,never married,bachelor,average,NA,0.5036
pretty happy,1986,32,male,divorced,bachelor,average,NA,1.0072
NA,1986,26,male,never married,junior college,average,NA,0.5036
pretty happy,1986,43,female,married,high school,average,NA,2.518
NA,1986,38,female,divorced,high school,below average,NA,0.5036
not too happy,1986,78,female,widowed,high school,average,NA,0.5036
pretty happy,1986,32,male,married,high school,average,NA,1.0072
pretty happy,1986,22,female,never married,high school,average,NA,2.0144
very happy,1986,62,male,married,bachelor,below average,NA,1.0072
pretty happy,1986,26,female,married,high school,average,NA,1.0072
pretty happy,1986,78,male,married,lt high school,below average,NA,1.0072
pretty happy,1986,45,male,married,high school,below average,NA,1.0072
pretty happy,1986,30,male,married,junior college,average,NA,1.0072
pretty happy,1986,78,female,married,lt high school,below average,NA,1.0072
pretty happy,1986,40,male,married,high school,far above average,NA,1.0072
not too happy,1986,23,female,never married,junior college,below average,NA,1.5108
pretty happy,1986,62,female,widowed,graduate,average,NA,0.5036
very happy,1986,28,male,married,bachelor,average,NA,1.0072
pretty happy,1986,50,male,married,graduate,average,NA,1.0072
pretty happy,1986,40,female,married,graduate,average,NA,1.0072
